,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_FLIGHTS,ARRIVAL_DELAY,DELAY_RATIO
2910,MIA,MCO,3015,1488,0.494
2911,MIA,MEM,148,46,0.311
2912,MIA,MSP,841,357,0.424
2913,MIA,MSY,621,290,0.467
2914,MIA,OKC,1,1,1.0
2915,MIA,ORD,4085,1548,0.379
2916,MIA,ORF,227,99,0.436
2917,MIA,PBI,1,0,0.0
2918,MIA,PHL,2619,1184,0.452
2919,MIA,PHX,617,197,0.319
2920,MIA,PNS,481,199,0.414
2921,MIA,RDU,1011,411,0.407
2922,MIA,RIC,50,21,0.42
2923,MIA,SAN,385,176,0.457
2924,MIA,SAT,207,80,0.386
2925,MIA,SEA,341,154,0.452
2926,MIA,SFO,1017,416,0.409
2927,MIA,SJU,2429,1106,0.455
2928,MIA,SLC,161,60,0.373
2929,MIA,STL,598,300,0.502
2930,MIA,STT,931,494,0.531
2931,MIA,STX,534,257,0.481
2932,MIA,TLH,420,127,0.302
2933,MIA,TPA,1985,776,0.391
2934,MIA,TUL,46,24,0.522
2935,MKE,ATL,3127,776,0.248
2936,MKE,BOS,590,263,0.446
2937,MKE,BWI,858,261,0.304
2938,MKE,CLE,747,180,0.241
2939,MKE,CVG,349,165,0.473
2940,MKE,DAL,235,77,0.328
2941,MKE,DCA,939,245,0.261
2942,MKE,DEN,1991,633,0.318
2943,MKE,DFW,970,321,0.331
2944,MKE,DTW,1712,570,0.333
2945,MKE,EWR,1022,390,0.382
2946,MKE,FLL,373,68,0.182
2947,MKE,IAH,846,335,0.396
2948,MKE,LAS,1087,269,0.247
2949,MKE,LAX,380,114,0.3
2950,MKE,LGA,1147,409,0.357
2951,MKE,MCI,604,158,0.262
2952,MKE,MCO,1241,371,0.299
2953,MKE,MSP,2228,816,0.366
2954,MKE,MSY,108,29,0.269
2955,MKE,ORD,4584,1909,0.416
2956,MKE,PHX,1397,434,0.311
2957,MKE,RSW,511,155,0.303
2958,MKE,SAN,18,4,0.222
2959,MKE,SEA,539,149,0.276
2960,MKE,SFO,379,125,0.33
2961,MKE,STL,584,164,0.281
2962,MKE,TPA,604,168,0.278
2963,MKE,TTN,2,1,0.5
2964,MKG,ORD,618,235,0.38
2965,MLB,ATL,1322,345,0.261
2966,MLI,ATL,753,363,0.482
2967,MLI,DEN,181,63,0.348
2968,MLI,DFW,894,347,0.388
2969,MLI,DTW,203,83,0.409
2970,MLI,MSP,64,36,0.562
2971,MLI,ORD,1524,502,0.329
2972,MLU,ATL,1181,540,0.457
2973,MLU,DFW,923,334,0.362
2974,MLU,IAH,772,265,0.343
2975,MMH,DEN,9,5,0.556
2976,MMH,SFO,131,52,0.397
2977,MOB,ATL,2234,957,0.428
2978,MOB,DFW,918,431,0.469
2979,MOB,IAH,1474,494,0.335
2980,MOB,ORD,279,119,0.427
2981,MOT,DEN,1002,282,0.281
2982,MOT,MSP,818,297,0.363
2983,MQT,DTW,18,12,0.667
2984,MQT,ORD,278,79,0.284
2985,MRY,LAX,1476,623,0.422
2986,MRY,PHX,609,213,0.35
2987,MRY,SFO,751,200,0.266
2988,MSN,ATL,887,215,0.242
2989,MSN,BOS,1,1,1.0
2990,MSN,CID,1,1,1.0
2991,MSN,CVG,36,15,0.417
2992,MSN,CWA,0,0,
2993,MSN,DEN,713,213,0.299
2994,MSN,DFW,884,355,0.402
2995,MSN,DTW,1369,381,0.278
2996,MSN,EWR,297,108,0.364
2997,MSN,IAH,1,0,0.0
2998,MSN,LAX,1,0,0.0
2999,MSN,LGA,147,50,0.34
3000,MSN,MCO,16,6,0.375
3001,MSN,MSP,1274,376,0.295
3002,MSN,ORD,2997,998,0.333
3003,MSN,SAN,1,0,0.0
3004,MSN,SFO,1,1,1.0
3005,MSN,SLC,204,37,0.181
3006,MSO,ATL,15,8,0.533
3007,MSO,BTM,0,0,
3008,MSO,DEN,554,206,0.372
3009,MSO,MSP,428,79,0.185
3010,MSO,ORD,2,1,0.5
3011,MSO,SEA,13,10,0.769
3012,MSO,SFO,45,16,0.356
3013,MSO,SLC,996,262,0.263
3014,MSP,ABQ,213,75,0.352
3015,MSP,ABR,657,163,0.248
3016,MSP,ALB,199,66,0.332
3017,MSP,ANC,574,260,0.453
3018,MSP,ASE,20,15,0.75
3019,MSP,ATL,4684,1296,0.277
3020,MSP,ATW,507,191,0.377
3021,MSP,AUS,193,66,0.342
3022,MSP,AZO,117,44,0.376
3023,MSP,BDL,846,209,0.247
3024,MSP,BIL,643,120,0.187
3025,MSP,BIS,1489,503,0.338
3026,MSP,BJI,665,154,0.232
3027,MSP,BMI,69,26,0.377
3028,MSP,BNA,1067,387,0.363
3029,MSP,BOI,702,255,0.363
3030,MSP,BOS,1793,514,0.287
3031,MSP,BRD,581,103,0.177
3032,MSP,BUF,195,60,0.308
3033,MSP,BWI,1025,298,0.291
3034,MSP,BZN,688,176,0.256
3035,MSP,CID,677,312,0.461
3036,MSP,CLE,676,271,0.401
3037,MSP,CLT,2116,634,0.3
3038,MSP,CMH,464,151,0.325
3039,MSP,CVG,457,217,0.475
3040,MSP,CWA,25,8,0.32
3041,MSP,DAY,567,201,0.354
3042,MSP,DCA,1641,497,0.303
3043,MSP,DEN,5469,1905,0.348
3044,MSP,DFW,2517,925,0.368
3045,MSP,DIK,588,112,0.19
3046,MSP,DLH,606,162,0.267
3047,MSP,DSM,209,78,0.373
3048,MSP,DTW,2642,915,0.346
3049,MSP,EGE,1,1,1.0
3050,MSP,EWR,1295,468,0.361
3051,MSP,FAI,124,50,0.403
3052,MSP,FAR,1710,540,0.316
3053,MSP,FCA,202,53,0.262
3054,MSP,FLL,606,194,0.32
3055,MSP,FNT,439,159,0.362
3056,MSP,FSD,1261,487,0.386
3057,MSP,FWA,272,146,0.537
3058,MSP,GEG,767,216,0.282
3059,MSP,GFK,713,227,0.318
3060,MSP,GRB,1049,326,0.311
3061,MSP,GRR,1123,308,0.274
3062,MSP,GTF,304,85,0.28
3063,MSP,HIB,562,169,0.301
3064,MSP,HLN,229,58,0.253
3065,MSP,HNL,45,12,0.267
3066,MSP,IAD,581,192,0.33
3067,MSP,IAH,1718,830,0.483
3068,MSP,ICT,633,255,0.403
3069,MSP,IDA,19,12,0.632
3070,MSP,IMT,331,53,0.16
3071,MSP,IND,896,220,0.246
3072,MSP,INL,242,58,0.24
3073,MSP,ISN,1053,270,0.256
3074,MSP,JAC,132,39,0.295
3075,MSP,JAX,181,57,0.315
3076,MSP,JFK,815,233,0.286
3077,MSP,LAN,511,159,0.311
3078,MSP,LAS,2532,878,0.347
3079,MSP,LAX,3075,1209,0.393
3080,MSP,LEX,54,29,0.537
3081,MSP,LGA,2106,784,0.372
3082,MSP,LNK,381,124,0.325
3083,MSP,LSE,480,133,0.277
3084,MSP,MBS,79,26,0.329
3085,MSP,MCI,1890,648,0.343
3086,MSP,MCO,1583,579,0.366
3087,MSP,MDW,2942,1036,0.352
3088,MSP,MEM,428,98,0.229
3089,MSP,MIA,840,257,0.306
3090,MSP,MKE,2197,655,0.298
3091,MSP,MLI,57,24,0.421
3092,MSP,MOT,810,318,0.393
3093,MSP,MSN,1230,371,0.302
3094,MSP,MSO,428,87,0.203
3095,MSP,MSY,330,58,0.176
3096,MSP,OKC,367,155,0.422
3097,MSP,OMA,1280,443,0.346
3098,MSP,ORD,6159,2707,0.44
3099,MSP,ORF,91,44,0.484
3100,MSP,PDX,1292,393,0.304
3101,MSP,PHL,2342,739,0.316
3102,MSP,PHX,4038,1373,0.34
3103,MSP,PIA,20,11,0.55
3104,MSP,PIT,475,157,0.331
3105,MSP,PSC,255,92,0.361
3106,MSP,PSP,155,46,0.297
3107,MSP,RAP,1311,447,0.341
3108,MSP,RDU,421,133,0.316
3109,MSP,RHI,663,180,0.271
3110,MSP,RIC,318,195,0.613
3111,MSP,RNO,29,5,0.172
3112,MSP,ROC,123,46,0.374
3113,MSP,RST,395,140,0.354
3114,MSP,RSW,912,291,0.319
3115,MSP,SAN,1068,289,0.271
3116,MSP,SAT,234,100,0.427
3117,MSP,SBN,552,189,0.342
3118,MSP,SDF,98,44,0.449
3119,MSP,SEA,2544,1040,0.409
3120,MSP,SFO,2437,878,0.36
3121,MSP,SJC,458,125,0.273
3122,MSP,SJU,45,15,0.333
3123,MSP,SLC,1849,533,0.288
3124,MSP,SMF,540,173,0.32
3125,MSP,SNA,914,230,0.252
3126,MSP,STL,2261,792,0.35
3127,MSP,SYR,171,53,0.31
3128,MSP,TPA,1067,333,0.312
3129,MSP,TTN,151,108,0.715
3130,MSP,TUL,434,211,0.486
3131,MSP,TUS,178,36,0.202
3132,MSP,TVC,110,48,0.436
3133,MSP,XNA,461,187,0.406
3134,MSY,ATL,5554,1725,0.311
3135,MSY,AUS,342,122,0.357
3136,MSY,BNA,1030,309,0.3
3137,MSY,BOS,328,139,0.424
3138,MSY,BWI,800,241,0.301
3139,MSY,CLT,1460,533,0.365
3140,MSY,CMH,1,0,0.0
3141,MSY,DAL,2379,735,0.309
3142,MSY,DCA,737,230,0.312
3143,MSY,DEN,1574,584,0.371
3144,MSY,DFW,2565,788,0.307
3145,MSY,DTW,971,429,0.442
3146,MSY,EWR,1057,408,0.386
3147,MSY,FLL,919,434,0.472
3148,MSY,HOU,2999,890,0.297
3149,MSY,IAD,274,27,0.099
3150,MSY,IAH,2647,886,0.335
3151,MSY,JFK,1088,364,0.335
3152,MSY,LAS,701,178,0.254
3153,MSY,LAX,1844,573,0.311
3154,MSY,LGA,443,198,0.447
3155,MSY,MCI,331,90,0.272
3156,MSY,MCO,1132,418,0.369
3157,MSY,MDW,845,316,0.374
3158,MSY,MIA,618,186,0.301
3159,MSY,MKE,109,28,0.257
3160,MSY,MSP,329,156,0.474
3161,MSY,OAK,177,53,0.299
3162,MSY,ORD,1334,565,0.424
3163,MSY,PHL,353,132,0.374
3164,MSY,PHX,392,137,0.349
3165,MSY,SAN,332,104,0.313
3166,MSY,SAT,239,41,0.172
3167,MSY,SEA,331,116,0.35
3168,MSY,SFO,214,88,0.411
3169,MSY,SLC,303,79,0.261
3170,MSY,STL,567,166,0.293
3171,MSY,TPA,973,311,0.32
3172,MTJ,ATL,35,13,0.371
3173,MTJ,DEN,441,110,0.249
3174,MTJ,DFW,90,35,0.389
3175,MTJ,EWR,21,10,0.476
3176,MTJ,IAH,169,43,0.254
3177,MTJ,LAX,28,13,0.464
3178,MTJ,LGA,2,1,0.5
3179,MTJ,ORD,113,54,0.478
3180,MTJ,PHX,38,21,0.553
3181,MTJ,SFO,29,8,0.276
3182,MVY,BOS,84,27,0.321
3183,MVY,JFK,121,43,0.355
3184,MYR,ACY,321,124,0.386
3185,MYR,ATL,1409,441,0.313
3186,MYR,BOS,319,93,0.292
3187,MYR,BWI,198,80,0.404
3188,MYR,CLE,168,60,0.357
3189,MYR,CLT,6,2,0.333
3190,MYR,CRW,64,25,0.391
3191,MYR,DFW,61,35,0.574
3192,MYR,DTW,382,109,0.285
3193,MYR,EWR,8,1,0.125
3194,MYR,FLL,375,167,0.445
3195,MYR,IAG,115,44,0.383
3196,MYR,LBE,193,67,0.347
3197,MYR,LGA,634,325,0.513
3198,MYR,ORD,233,126,0.541
3199,MYR,PBG,51,32,0.627
3200,MYR,PHL,188,100,0.532
3201,OAJ,ATL,1118,416,0.372
3202,OAK,ABQ,790,370,0.468
3203,OAK,ATL,64,38,0.594
3204,OAK,AUS,332,160,0.482
3205,OAK,BNA,176,84,0.477
3206,OAK,BOI,656,282,0.43
3207,OAK,BOS,101,54,0.535
3208,OAK,BUR,3622,1474,0.407
3209,OAK,BWI,319,158,0.495
3210,OAK,CMH,114,51,0.447
3211,OAK,DAL,589,285,0.484
3212,OAK,DEN,1234,600,0.486
3213,OAK,DFW,328,143,0.436
3214,OAK,FLL,1,1,1.0
3215,OAK,GEG,632,278,0.44
3216,OAK,HNL,518,201,0.388
3217,OAK,HOU,625,264,0.422
3218,OAK,IAH,174,124,0.713
3219,OAK,JFK,284,113,0.398
3220,OAK,KOA,334,99,0.296
3221,OAK,LAS,3459,1376,0.398
3222,OAK,LAX,6053,3395,0.561
3223,OAK,LGB,994,288,0.29
3224,OAK,LIH,191,52,0.272
3225,OAK,MCI,295,134,0.454
3226,OAK,MDW,977,375,0.384
3227,OAK,MSY,177,112,0.633
3228,OAK,OGG,664,233,0.351
3229,OAK,ONT,2130,934,0.438
3230,OAK,ORD,329,149,0.453
3231,OAK,PDX,1775,742,0.418
3232,OAK,PHX,2507,1121,0.447
3233,OAK,SAN,3448,1625,0.471
3234,OAK,SEA,3210,1401,0.436
3235,OAK,SLC,2107,682,0.324
3236,OAK,SNA,2460,1011,0.411
3237,OGG,ANC,67,17,0.254
3238,OGG,BLI,88,18,0.205
3239,OGG,DEN,167,49,0.293
3240,OGG,DFW,495,107,0.216
3241,OGG,HNL,8268,3765,0.455
3242,OGG,ITO,667,197,0.295
3243,OGG,KOA,814,336,0.413
3244,OGG,LAX,2682,866,0.323
3245,OGG,LIH,1321,680,0.515
3246,OGG,OAK,663,190,0.287
3247,OGG,ORD,113,62,0.549
3248,OGG,PDX,576,141,0.245
3249,OGG,PHX,540,116,0.215
3250,OGG,SAN,378,80,0.212
3251,OGG,SEA,1239,529,0.427
3252,OGG,SFO,1399,475,0.34
3253,OGG,SJC,666,190,0.285
3254,OGG,SMF,334,53,0.159
3255,OKC,ATL,1950,469,0.241
3256,OKC,BWI,324,104,0.321
3257,OKC,DAL,910,314,0.345
3258,OKC,DEN,1717,631,0.368
3259,OKC,DFW,2620,822,0.314
3260,OKC,DTW,322,103,0.32
3261,OKC,EWR,151,70,0.464
3262,OKC,FLL,1,1,1.0
3263,OKC,HOU,1208,462,0.382
3264,OKC,IAD,6,2,0.333
3265,OKC,IAH,1031,459,0.445
3266,OKC,LAS,661,204,0.309
3267,OKC,LAX,314,164,0.522
3268,OKC,MDW,329,105,0.319
3269,OKC,MIA,1,1,1.0
3270,OKC,MSP,367,163,0.444
3271,OKC,ORD,1741,686,0.394
3272,OKC,PHX,652,230,0.353
3273,OKC,SEA,151,32,0.212
3274,OKC,SFO,328,105,0.32
3275,OKC,SLC,601,146,0.243
3276,OKC,STL,412,167,0.405
3277,OMA,ATL,1545,352,0.228
3278,OMA,DAL,112,24,0.214
3279,OMA,DCA,1,1,1.0
3280,OMA,DEN,2063,767,0.372
3281,OMA,DFW,1319,426,0.323
3282,OMA,DTW,711,183,0.257
3283,OMA,EWR,580,266,0.459
3284,OMA,IAH,1142,519,0.454
3285,OMA,LAS,833,224,0.269
3286,OMA,LAX,63,24,0.381
3287,OMA,LGA,130,45,0.346
3288,OMA,MCO,131,27,0.206
3289,OMA,MDW,1634,525,0.321
3290,OMA,MSP,1263,518,0.41
3291,OMA,ORD,1922,746,0.388
3292,OMA,PDX,1,1,1.0
3293,OMA,PHX,1240,411,0.331
3294,OMA,SEA,332,100,0.301
3295,OMA,SFO,1,0,0.0
3296,OMA,SLC,484,135,0.279
3297,OMA,STL,935,294,0.314
3298,OME,ANC,587,289,0.492
3299,OME,OTZ,45,21,0.467
3300,ONT,ATL,3,1,0.333
3301,ONT,DEN,1156,420,0.363
3302,ONT,DFW,1401,427,0.305
3303,ONT,IAH,462,166,0.359
3304,ONT,LAS,1366,550,0.403
3305,ONT,MDW,320,105,0.328
3306,ONT,OAK,2116,819,0.387
3307,ONT,PDX,715,123,0.172
3308,ONT,PHX,2953,1264,0.428
3309,ONT,SEA,893,185,0.207
3310,ONT,SFO,2124,726,0.342
3311,ONT,SJC,1315,506,0.385
3312,ONT,SLC,939,138,0.147
3313,ONT,SMF,2006,748,0.373
3314,ORD,ABE,638,268,0.42
3315,ORD,ABQ,528,237,0.449
3316,ORD,ACY,147,84,0.571
3317,ORD,ALB,853,367,0.43
3318,ORD,ALO,585,211,0.361
3319,ORD,ANC,629,288,0.458
3320,ORD,ASE,569,332,0.583
3321,ORD,ATL,6272,2452,0.391
3322,ORD,ATW,1363,550,0.404
3323,ORD,AUS,2183,947,0.434
3324,ORD,AVL,695,318,0.458
3325,ORD,AVP,488,279,0.572
3326,ORD,AZO,1247,350,0.281
3327,ORD,BDL,1466,656,0.447
3328,ORD,BHM,980,476,0.486
3329,ORD,BIL,46,31,0.674
3330,ORD,BIS,324,114,0.352
3331,ORD,BMI,900,259,0.288
3332,ORD,BNA,3441,1406,0.409
3333,ORD,BOI,522,339,0.649
3334,ORD,BOS,6378,2469,0.387
3335,ORD,BTV,506,216,0.427
3336,ORD,BUF,1930,715,0.37
3337,ORD,BWI,2396,1004,0.419
3338,ORD,BZN,243,99,0.407
3339,ORD,CAE,577,313,0.542
3340,ORD,CAK,1201,459,0.382
3341,ORD,CHA,364,107,0.294
3342,ORD,CHO,834,376,0.451
3343,ORD,CHS,944,426,0.451
3344,ORD,CID,2696,1010,0.375
3345,ORD,CLE,3811,1528,0.401
3346,ORD,CLT,4644,1750,0.377
3347,ORD,CMH,3319,1247,0.376
3348,ORD,CMI,1679,493,0.294
3349,ORD,CMX,615,200,0.325
3350,ORD,COD,8,6,0.75
3351,ORD,COS,907,547,0.603
3352,ORD,COU,621,265,0.427
3353,ORD,CRW,545,222,0.407
3354,ORD,CVG,3829,1573,0.411
3355,ORD,CWA,1335,541,0.405
3356,ORD,DAY,2508,927,0.37
3357,ORD,DBQ,867,271,0.313
3358,ORD,DCA,5716,2209,0.386
3359,ORD,DEN,5517,2854,0.517
3360,ORD,DFW,7447,2949,0.396
3361,ORD,DLH,1053,428,0.406
3362,ORD,DSM,3136,1282,0.409
3363,ORD,DTW,4149,1686,0.406
3364,ORD,EAU,636,244,0.384
3365,ORD,EGE,99,44,0.444
3366,ORD,ELM,580,278,0.479
3367,ORD,ELP,558,281,0.504
3368,ORD,ERI,609,252,0.414
3369,ORD,EVV,1653,493,0.298
3370,ORD,EWR,3751,1659,0.442
3371,ORD,FAI,72,53,0.736
3372,ORD,FAR,2028,837,0.413
3373,ORD,FCA,127,67,0.528
3374,ORD,FLL,2496,926,0.371
3375,ORD,FNT,1766,536,0.304
3376,ORD,FSD,1962,893,0.455
3377,ORD,FWA,2148,712,0.331
3378,ORD,GJT,0,0,
3379,ORD,GRB,2633,926,0.352
3380,ORD,GRR,2869,1113,0.388
3381,ORD,GSO,482,181,0.376
3382,ORD,GSP,806,363,0.45
3383,ORD,GUC,19,12,0.632
3384,ORD,HDN,23,12,0.522
3385,ORD,HNL,328,212,0.646
3386,ORD,HPN,1673,530,0.317
3387,ORD,HSV,600,241,0.402
3388,ORD,IAD,1900,766,0.403
3389,ORD,IAH,4098,1995,0.487
3390,ORD,ICT,2098,993,0.473
3391,ORD,IND,2873,993,0.346
3392,ORD,JAC,384,178,0.464
3393,ORD,JAN,551,218,0.396
3394,ORD,JAX,454,192,0.423
3395,ORD,JFK,1538,658,0.428
3396,ORD,LAN,835,308,0.369
3397,ORD,LAS,4217,1957,0.464
3398,ORD,LAX,7826,3515,0.449
3399,ORD,LBE,149,68,0.456
3400,ORD,LEX,1916,686,0.358
3401,ORD,LGA,9101,3640,0.4
3402,ORD,LIT,1946,835,0.429
3403,ORD,LNK,1118,508,0.454
3404,ORD,LSE,1104,344,0.312
3405,ORD,MBS,1143,412,0.36
3406,ORD,MCI,2140,966,0.451
3407,ORD,MCO,4350,1926,0.443
3408,ORD,MDT,1549,605,0.391
3409,ORD,MEM,2124,926,0.436
3410,ORD,MHK,617,208,0.337
3411,ORD,MHT,472,227,0.481
3412,ORD,MIA,4090,1593,0.389
3413,ORD,MKE,4608,1883,0.409
3414,ORD,MKG,617,210,0.34
3415,ORD,MLI,1525,546,0.358
3416,ORD,MOB,272,126,0.463
3417,ORD,MQT,279,113,0.405
3418,ORD,MSN,3016,1075,0.356
3419,ORD,MSP,6240,3045,0.488
3420,ORD,MSY,1371,608,0.443
3421,ORD,MTJ,115,62,0.539
3422,ORD,MYR,239,154,0.644
3423,ORD,OAK,329,148,0.45
3424,ORD,OGG,113,63,0.558
3425,ORD,OKC,1781,794,0.446
3426,ORD,OMA,1967,793,0.403
3427,ORD,ORF,773,387,0.501
3428,ORD,PAH,624,236,0.378
3429,ORD,PBI,572,195,0.341
3430,ORD,PDX,2107,865,0.411
3431,ORD,PHL,4617,1734,0.376
3432,ORD,PHX,4358,1674,0.384
3433,ORD,PIA,2071,686,0.331
3434,ORD,PIT,1854,737,0.398
3435,ORD,PNS,216,81,0.375
3436,ORD,PSP,343,123,0.359
3437,ORD,PVD,476,244,0.513
3438,ORD,PWM,326,177,0.543
3439,ORD,RAP,363,215,0.592
3440,ORD,RDU,1864,789,0.423
3441,ORD,RIC,2045,826,0.404
3442,ORD,RNO,371,164,0.442
3443,ORD,ROA,743,351,0.472
3444,ORD,ROC,1601,500,0.312
3445,ORD,RST,1259,403,0.32
3446,ORD,RSW,1800,721,0.401
3447,ORD,SAN,2636,1090,0.414
3448,ORD,SAT,1021,542,0.531
3449,ORD,SAV,844,381,0.451
3450,ORD,SBN,1101,513,0.466
3451,ORD,SCE,634,355,0.56
3452,ORD,SDF,972,356,0.366
3453,ORD,SEA,3895,1473,0.378
3454,ORD,SFO,7273,3217,0.442
3455,ORD,SGF,1920,777,0.405
3456,ORD,SJC,653,236,0.361
3457,ORD,SJU,1013,372,0.367
3458,ORD,SLC,2556,1148,0.449
3459,ORD,SMF,527,275,0.522
3460,ORD,SNA,2106,765,0.363
3461,ORD,SPI,956,386,0.404
3462,ORD,SRQ,312,102,0.327
3463,ORD,STC,77,48,0.623
3464,ORD,STL,2492,996,0.4
3465,ORD,STT,46,20,0.435
3466,ORD,SUX,591,193,0.327
3467,ORD,SYR,1581,607,0.384
3468,ORD,TOL,901,243,0.27
3469,ORD,TPA,2399,1054,0.439
3470,ORD,TTN,220,105,0.477
3471,ORD,TUL,2000,777,0.388
3472,ORD,TUS,598,234,0.391
3473,ORD,TVC,1701,559,0.329
3474,ORD,TYS,2019,897,0.444
3475,ORD,XNA,2493,1114,0.447
3476,ORF,ATL,2643,551,0.208
3477,ORF,BWI,1121,428,0.382
3478,ORF,CLT,596,170,0.285
3479,ORF,DCA,0,0,
3480,ORF,DFW,611,194,0.318
3481,ORF,DTW,638,179,0.281
3482,ORF,EWR,585,235,0.402
3483,ORF,IAD,74,22,0.297
3484,ORF,IAH,294,148,0.503
3485,ORF,JFK,109,41,0.376
3486,ORF,LGA,340,183,0.538
3487,ORF,MCO,426,117,0.275
3488,ORF,MDW,526,179,0.34
3489,ORF,MIA,224,73,0.326
3490,ORF,MSP,90,46,0.511
3491,ORF,ORD,798,371,0.465
3492,ORF,TPA,9,6,0.667
3493,ORH,FLL,315,109,0.346
3494,ORH,MCO,317,83,0.262
3495,OTH,DEN,26,11,0.423
3496,OTH,SFO,238,104,0.437
3497,OTZ,ANC,368,134,0.364
3498,OTZ,OME,265,162,0.611
3499,PAH,ORD,622,195,0.314
3500,PBG,FLL,228,101,0.443
3501,PBG,MYR,50,29,0.58
3502,PBI,ACY,153,61,0.399
3503,PBI,ATL,4172,1154,0.277
3504,PBI,BDL,333,194,0.583
3505,PBI,BOS,1572,822,0.523
3506,PBI,BWI,955,411,0.43
3507,PBI,CLT,1603,553,0.345
3508,PBI,DCA,960,391,0.407
3509,PBI,DEN,73,34,0.466
3510,PBI,DFW,828,231,0.279
3511,PBI,DTW,359,146,0.407
3512,PBI,EWR,2507,999,0.398
3513,PBI,HPN,1011,471,0.466
3514,PBI,IAD,56,37,0.661
3515,PBI,IAH,370,149,0.403
3516,PBI,ISP,678,309,0.456
3517,PBI,JFK,1855,825,0.445
3518,PBI,LAX,77,24,0.312
3519,PBI,LGA,2820,1301,0.461
3520,PBI,MDW,7,1,0.143
3521,PBI,ORD,571,199,0.349
3522,PBI,PHL,1083,484,0.447
3523,PBI,PIT,5,3,0.6
3524,PBI,PVD,32,7,0.219
3525,PBI,TTN,54,37,0.685
3526,PDX,ABQ,228,82,0.36
3527,PDX,ANC,911,244,0.268
3528,PDX,ATL,1087,295,0.271
3529,PDX,AUS,99,29,0.293
3530,PDX,BOI,60,33,0.55
3531,PDX,BOS,485,141,0.291
3532,PDX,BUR,950,228,0.24
3533,PDX,BWI,62,30,0.484
3534,PDX,BZN,114,5,0.044
3535,PDX,CLT,256,80,0.312
3536,PDX,DAL,235,112,0.477
3537,PDX,DCA,334,75,0.225
3538,PDX,DEN,3390,1140,0.336
3539,PDX,DFW,1799,641,0.356
3540,PDX,DTW,223,63,0.283
3541,PDX,EWR,330,58,0.176
3542,PDX,FAT,100,21,0.21
3543,PDX,HNL,712,251,0.353
3544,PDX,HOU,62,34,0.548
3545,PDX,IAD,239,37,0.155
3546,PDX,IAH,766,258,0.337
3547,PDX,JFK,848,280,0.33
3548,PDX,KOA,176,29,0.165
3549,PDX,LAS,2549,896,0.352
3550,PDX,LAX,3273,1151,0.352
3551,PDX,LGB,747,223,0.299
3552,PDX,LIH,100,21,0.21
3553,PDX,MCI,333,59,0.177
3554,PDX,MDW,633,212,0.335
3555,PDX,MSP,1289,337,0.261
3556,PDX,OAK,1789,735,0.411
3557,PDX,OGG,578,142,0.246
3558,PDX,ONT,716,192,0.268
3559,PDX,ORD,2128,752,0.353
3560,PDX,PHL,145,36,0.248
3561,PDX,PHX,3086,977,0.317
3562,PDX,PSP,278,100,0.36
3563,PDX,SAN,1684,551,0.327
3564,PDX,SBA,332,99,0.298
3565,PDX,SEA,1830,686,0.375
3566,PDX,SFO,4148,1274,0.307
3567,PDX,SJC,2242,742,0.331
3568,PDX,SLC,2333,701,0.3
3569,PDX,SMF,1592,625,0.393
3570,PDX,SNA,1138,349,0.307
3571,PDX,STL,152,15,0.099
3572,PDX,TUS,216,68,0.315
3573,PHF,ATL,1227,483,0.394
3574,PHF,DEN,2,1,0.5
3575,PHL,ATL,6519,2191,0.336
3576,PHL,AUS,266,98,0.368
3577,PHL,BDL,4,2,0.5
3578,PHL,BNA,610,209,0.343
3579,PHL,BOS,5155,1970,0.382
3580,PHL,BWI,7,5,0.714
3581,PHL,CHS,11,0,0.0
3582,PHL,CLE,102,33,0.324
3583,PHL,CLT,3057,1174,0.384
3584,PHL,DAL,113,13,0.115
3585,PHL,DCA,105,46,0.438
3586,PHL,DEN,2112,721,0.341
3587,PHL,DFW,3528,1281,0.363
3588,PHL,DTW,1979,642,0.324
3589,PHL,FLL,1878,731,0.389
3590,PHL,IAH,2139,845,0.395
3591,PHL,IND,411,136,0.331
3592,PHL,JAX,381,128,0.336
3593,PHL,LAS,2114,805,0.381
3594,PHL,LAX,1858,724,0.39
3595,PHL,LGA,216,77,0.356
3596,PHL,MCO,4794,1909,0.398
3597,PHL,MDW,1812,627,0.346
3598,PHL,MIA,2614,1220,0.467
3599,PHL,MSP,2339,828,0.354
3600,PHL,MSY,354,114,0.322
3601,PHL,MYR,189,99,0.524
3602,PHL,ORD,4620,1749,0.379
3603,PHL,PBI,1087,468,0.431
3604,PHL,PDX,146,56,0.384
3605,PHL,PHX,2378,912,0.384
3606,PHL,PIT,868,334,0.385
3607,PHL,PVD,283,77,0.272
3608,PHL,RDU,832,337,0.405
3609,PHL,RIC,6,3,0.5
3610,PHL,RSW,943,390,0.414
3611,PHL,SAN,769,251,0.326
3612,PHL,SAT,228,79,0.346
3613,PHL,SEA,971,332,0.342
3614,PHL,SFO,2037,698,0.343
3615,PHL,SJU,1024,514,0.502
3616,PHL,SLC,605,236,0.39
3617,PHL,SMF,75,29,0.387
3618,PHL,STL,602,206,0.342
3619,PHL,STT,227,104,0.458
3620,PHL,TPA,2383,871,0.366
3621,PHX,ABQ,2431,1080,0.444
3622,PHX,ANC,387,132,0.341
3623,PHX,ATL,3614,1181,0.327
3624,PHX,AUS,1571,713,0.454
3625,PHX,BFL,865,357,0.413
3626,PHX,BNA,724,375,0.518
